MAIN_RIV,DIS_AV_CMS
70386275,3361.03
70367865,1290.45
70367865,1291.556
70367865,1292.186
70367865,1285.595
70386275,3357.111
70386275,3357.206
70386275,3357.91
70386275,3357.312
70367865,1697.315
70386275,3357.006
70367865,1638.691
70367865,1589.989
70367865,1600.769
70367865,1598.69
70367865,1597.432
70367865,1585.12
70386275,3355.147
70367865,1575.457
70367865,1569.009
70367865,1565.888
70367865,1559.536
70367865,1549.901
70386275,3374.929
70386275,3375.295
70367865,1511.022
70367865,1514.47
70367865,1523.232
70386275,3374.149
70367865,1519.989
70367865,1510.997
70367865,1628.879
70386275,3373.375
70367865,1832.531
70367865,1819.37
70367865,1836.506
70367865,1864.255
70367865,1840.107
70386275,3373.24
70367865,1832.117
70367865,1828.182
70386275,3373.389
70367865,1783.526
70386275,3477.118
70386275,3477.394
70386275,3477.513
70367865,1737.922
70367865,1725.501
70367865,1709.069
70386275,3477.609
70367865,1696.25
70367865,1747.83
70386275,3478.204
70386275,3478.76
70386275,3478.775
70367865,1794.169
70386275,3478.674
70367865,1793.184
70386275,3479.003
70367865,1793.937
70367865,1794.09
70367865,1793.644
70367865,1793.428
70386275,3480.417
70367865,1792.394
70367865,1839.54
70386275,3480.543
70367865,1854.352
70367865,1853.915
70386275,3481.04
70386275,3491.888
70367865,1853.665
70367865,1853.558
70367865,1853.189
70367865,1853.698
70386275,3491.906
70367865,1853.561
70386275,3492.059
70367865,1851.465
70367865,1920.915
70367865,1954.449
70367865,1954.522
70386275,3492.722
70367865,1955.185
70386275,3493.101
70367865,1955.685
70367865,1956.597
70367865,1956.93
70386275,3493.218
70367865,1957.248
70367865,1983.866
70367865,2018.896
70386275,3493.618
70367865,2019.773
70367865,2020.134
70386275,3493.726
70386275,3494.004
70386275,3494.214
70367865,2020.58
70367865,2037.841
70367865,2090.228
70367865,2090.929
70367865,2093.35
70386275,3491.064
70367865,2093.817
70386275,3490.844
70367865,2094.28
70367865,2295.415
70386275,3490.265
70367865,2296.258
70367865,2317.729
70367865,2347.127
70367865,2351.169
70386275,3489.399
70367865,2351.9
70367865,2352.338
70386275,3488.51
70367865,2353.037
70386275,3487.947
70367865,2354.049
70367865,2354.735
70367865,12343.923
70386275,3526.802
70367865,2355.188
70367865,12341.217
70386275,3526.449
70367865,2357.765
70367865,12306.602
70386275,3526.237
70386275,3526.054
70367865,12159.218
70367865,12159.818
70367865,12155.135
70367865,12154.809
70386275,3512.488
70386275,3525.654
70386275,3513.087
70367865,2532.464
70386275,3525.363
70386275,3512.445
70386275,1724.015
70367865,12152.347
70367865,12149.848
70386275,3512.441
70386275,3513.399
70386275,3524.922
70386275,1723.672
70367865,2532.75
70367865,12148.425
70367865,2534.65
70386275,1723.945
70367865,12142.172
70367865,12145.566
70386275,3512.542
70367865,12138.222
70367865,12140.938
70367865,12037.123
70367865,12035.875
70386275,3524.152
70367865,12135.303
70367865,12035.463
70367865,12034.82
70367865,12054.897
70367865,12128.586
70367865,12132.744
70386275,3516.696
70386275,3516.903
70386275,3514.077
70367865,2550.699
70367865,12033.788
70386275,1722.795
70386275,3522.982
70386275,3518.976
70367865,12032.771
70386275,3520.766
70386275,1726.36
70386275,1724.593
70386275,3512.598
70367865,12031.967
70367865,12029.818
70386275,1762.116
70386275,1726.47
70386275,1761.567
70386275,1763.921
70386275,1756.571
70386275,3512.567
70386275,1765.222
70386275,1726.765
70386275,1726.661
70367865,12024.846
70386275,1758.238
70367865,2551.354
70386275,1723.038
70386275,1721.014
70367865,12002.173
70386275,1719.745
70367865,12001.767
70386275,1755.265
70367865,11991.001
70367865,11991.873
70386275,1722.359
70386275,1723.984
70386275,1720.245
70367865,2639.007
70367865,2698.239
70367865,11990.562
70367865,2747.584
70367865,2747.917
70367865,11989.657
70386275,3512.515
70367865,11915.933
70386275,1719.077
70367865,11915.322
70367865,3020.962
70367865,11808.2
70386275,3512.473
70386275,1754.737
70367865,3020.209
70367865,3020.022
70367865,3067.4
70367865,2748.497
70367865,2748.81
70367865,11807.894
70367865,2996.605
70367865,11807.541
70367865,2749.422
70386275,3513.161
70367865,3158.638
70386275,3513.127
70367865,2749.682
70367865,3181.563
70367865,11807.273
70367865,2749.837
70367865,2915.454
70386275,1717.705
70367865,11806.942
70386275,1754.72
70367865,3215.883
70386275,3512.924
70386275,3512.893
70367865,11803.359
70367865,11802.531
70386275,1754.884
70386275,1717.008
70367865,11796.511
70386275,1715.244
70386275,1714.766
70386275,3512.827
70367865,11795.763
70386275,1755.034
70367865,11795.109
70367865,11788.747
70367865,3364.142
70367865,11788.117
70386275,1755.064
70367865,11787.354
70367865,11786.165
70386275,1293.232
70386275,1755.089
70386275,1292.97
70386275,3512.29
70386275,1292.141
70367865,11723.005
70367865,11061.337
70367865,3706.131
70386275,1755.1
70367865,11064.162
70386275,1286.991
70367865,11065.888
70386275,1755.18
70386275,1285.843
70367865,11065.727
70386275,1755.189
70386275,1755.252
70367865,11069.229
70367865,10996.085
70386275,3511.14
70367865,10997.835
70386275,1755.266
70367865,10997.466
70386275,7583.171
70386275,7579.948
70386275,3607.515
70386275,1755.271
70386275,1285.386
70367865,3957.338
70386275,3606.997
70386275,1755.266
70367865,10997.005
70386275,7570.115
70386275,3606.906
70367865,10999.849
70386275,3609.81
70386275,1284.696
70367865,4049.141
70386275,3609.473
70386275,1755.618
70367865,11003.188
70367865,10995.64
70386275,7522.097
70386275,7520.964
70386275,7517.532
70367865,4106.745
70386275,7525.88
70386275,7564.092
70367865,4142.012
70386275,7511.91
70386275,5364.624
70367865,10976.364
70386275,1283.941
70367865,10981.037
70386275,7557.714
70386275,7508.352
70386275,7553.481
70386275,7540.568
70386275,7501.572
70386275,5364.522
70367865,10945.616
70386275,7500.685
70367865,4349.691
70386275,5364.529
70386275,1282.68
70367865,4373.109
70386275,5364.562
70367865,10599.176
70386275,7495.435
70386275,7494.328
70386275,1282.184
70386275,5364.529
70386275,1281.629
70367865,4476.72
70386275,5364.745
70386275,5364.756
70367865,10604.61
70386275,1206.63
70367865,4525.571
70367865,10614.835
70386275,7207.655
70367865,4527.36
70367865,4530.922
70386275,7206.798
70386275,7183.114
70386275,7181.63
70386275,5379.386
70367865,4535.156
70386275,1206.257
70367865,10164.712
70386275,1205.426
70386275,1205.237
70386275,7181.141
70386275,7180.24
70386275,5379.407
70386275,7177.061
70386275,5379.737
70386275,5379.768
70386275,5379.954
70386275,1205.121
70386275,7176.718
70386275,7176.009
70386275,5379.936
70386275,5379.924
70386275,5379.871
70386275,5380.013
70386275,1204.942
70386275,5401.964
70386275,5401.939
70367865,10173.126
70386275,5402.142
70386275,1204.852
70386275,5402.009
70386275,5402.174
70367865,10172.655
70386275,7175.753
70367865,4539.69
70386275,5402.108
70367865,4539.819
70386275,1204.139
70386275,7175.592
70386275,5402.157
70367865,1051.774
70367865,1053.058
70386275,7175.281
70386275,5402.112
70367865,1041.863
70386275,5402.664
70367865,1038.473
70367865,1053.424
70386275,7157.372
70386275,5402.627
70386275,5402.621
70386275,1203.692
70367865,1035.43
70386275,5403.826
70367865,1060.227
70386275,5403.788
70386275,5403.803
70386275,7027.357
70367865,2435.577
70367865,2621.249
70367865,2647.15
70367865,10172.336
70386275,5403.61
70367865,2261.329
70367865,2410.392
70367865,2652.13
70367865,2653.404
70367865,2655.066
70367865,1031.457
70367865,1060.571
70367865,1065.273
70367865,2659.308
70367865,2662.365
70367865,1033.661
70367865,1126.042
70367865,2666.229
70367865,4540.339
70386275,5404.322
70386275,5404.35
70386275,5403.784
70367865,1126.708
70367865,1126.981
70367865,2198.441
70386275,5405.161
70367865,1127.25
70367865,1254.271
70367865,1766.865
70367865,1964.009
70367865,2671.72
70367865,2708.371
70367865,1319.705
70367865,1393.427
70367865,1430.345
70367865,1604.161
70367865,1691.985
70367865,4540.435
70367865,2716.103
70386275,5405.109
70367865,1039.081
70367865,1032.624
70367865,2719.568
70386275,5409.869
70367865,2722.719
70386275,5410.204
70367865,2722.912
70367865,10169.355
70419457,1023.681
70367865,2723.07
70367865,2724.203
70367865,4540.638
70419457,1024.356
70386275,5410.214
70367865,1032.274
70386275,5410.563
70367865,2728.467
70367865,4541.001
70386275,5734.969
70386275,5378.638
70386275,5410.886
70386275,5410.821
70386275,5702.652
70386275,5452.459
70367865,1035.587
70419457,1026.056
70386275,5735.475
70386275,5405.487
70386275,5411.004
70386275,5410.973
70386275,5736.246
70386275,5672.507
70367865,10168.171
70386275,5737.229
70386275,5737.02
70386275,5667.148
70367865,7269.533
70386275,5784.098
70386275,5783.48
70386275,5751.781
70386275,5751.435
70386275,5442.204
70386275,5411.239
70386275,5411.131
70386275,5784.472
70386275,5755.856
70386275,5755.154
70386275,5754.992
70386275,5752.326
70386275,5665.571
70367865,10063.394
70386275,5784.855
70386275,5754.85
70386275,5754.351
70386275,5753.687
70386275,5753.125
70386275,5752.696
70386275,5667.73
70386275,5665.017
70386275,5408.239
70386275,5412.863
70386275,5411.254
70367865,7269.645
70367865,7275.323
70386275,5671.824
70386275,5670.349
70386275,7009.943
70386275,5426.44
70367865,7276.16
70386275,5787.508
70367865,7276.245
70367865,10062.738
70419457,1027.695
70386275,5787.946
70386275,5419.959
70386275,5793.515
70419457,1079.433
70367865,7276.446
70386275,7010.447
70367865,7276.594
70386275,5798.849
70386275,5794.558
70386275,5408.353
70367865,7278.856
70386275,5911.844
70386275,5616.441
70367865,1781.637
70367865,1781.065
70386275,5799.772
70386275,5597.825
70386275,5597.52
70386275,5401.242
70367865,7281.813
70367865,1779.466
70386275,5799.985
70367865,7281.978
70367865,1777.856
70367865,1866.334
70386275,5801.658
70367865,1778.365
70367865,1778.379
70367865,1778.099
70367865,1776.087
70367865,1865.773
70386275,5801.897
70386275,5614.701
70367865,1865.484
70419457,1080.979
70386275,5803.993
70386275,5802.271
70367865,1865.422
70386275,5804.575
70386275,5598.055
70386275,5805.565
70386275,5805.384
70386275,5598.195
70367865,7282.199
70367865,1782.692
70386275,5910.653
70386275,5806.861
70386275,5614.504
70367865,7302.231
70367865,1752.908
70367865,10060.349
70419457,1085.776
70386275,5910.163
70386275,5909.994
70386275,5807.185
70386275,5610.792
70386275,5610.269
70386275,5909.799
70386275,5909.128
70386275,5808.426
70386275,5807.989
70367865,1861.876
70419457,1087.373
70367865,1752.549
70367865,1861.25
70367865,1861.867
70386275,5906.739
70386275,5810.107
70386275,5809.871
70386275,5810.431
70367865,7303.481
70367865,10059.657
70386275,5906.564
70386275,5811.8
70367865,7303.667
70367865,1861.421
70367865,1710.622
70367865,1756.428
70367865,1861.597
70367865,1862.712
70386275,5905.417
70386275,5812.403
70419457,1088.902
70386275,5878.788
70386275,5875.273
70386275,5875.052
70386275,5874.644
70386275,5874.457
70386275,1098.688
70386275,5819.223
70386275,5812.634
70367865,1723.316
70367865,7303.889
70367865,10059.402
70367865,7306.319
70367865,10057.612
70386275,1097.138
70367865,7309.346
70367865,1722.734
70419457,1089.749
70386275,5816.688
70386275,5814.603
70367865,1725.522
70419457,1099.316
70367865,7309.48
70386275,1096.629
70386275,1096.025
70367865,1726.618
70367865,1863.286
70419457,1100.17
70367865,1734.411
70367865,10056.892
70367865,1026.025
70367865,1149.856
70367865,7309.627
70367865,1026.218
70367865,1150.134
70367865,1150.514
70367865,1590.311
70367865,1863.9
70367865,1026.938
70367865,1149.129
70419457,1100.842
70386275,1095.155
70367865,1027.183
70367865,1150.774
70367865,1905.74
70367865,1914.18
70367865,1914.426
70367865,10054.064
70367865,1914.705
70367865,1914.927
70367865,1595.216
70367865,1915.054
70367865,7309.487
70367865,7309.405
70367865,1027.435
70367865,1915.988
70367865,7309.257
70367865,1144.477
70367865,1596.77
70367865,1596.758
70419457,1102.187
70367865,1140.743
70367865,1152.762
70367865,1916.358
70367865,1596.675
70419457,1103.627
70367865,1028.298
70367865,1140.526
70367865,1152.918
70367865,10052.718
70367865,1153.081
70367865,1591.013
70367865,1917.034
70367865,7517.702
70367865,10051.426
70367865,7517.512
70367865,1589.403
70367865,1028.529
70367865,1140.399
70367865,1029.266
70367865,1130.301
70367865,1917.723
70367865,1589.769
70367865,1918.123
70367865,1918.71
70367865,10050.857
70386275,1094.052
70367865,1226.259
70367865,7516.795
70367865,1920.37
70367865,10046.067
70367865,7516.027
70419457,1106.601
70386275,1089.268
70367865,10042.762
70367865,10043.943
70367865,10041.125
70367865,1155.004
70367865,1921.723
70386275,1088.828
70367865,10041.358
70367865,10042.621
70367865,10040.499
70367865,9996.414
70367865,1923.904
70367865,1924.202
70367865,9995.32
70367865,7514.779
70367865,1153.651
70367865,1923.034
70367865,7516.684
70367865,1154.858
70386275,1088.203
70367865,7520.424
70367865,1154.095
70367865,1154.269
70367865,1154.658
70386275,1087.985
70419457,1108.405
70367865,7519.261
70419457,1120.358
70367865,8071.0
70367865,7517.345
70367865,8068.338
70367865,8065.146
70419457,1121.399
70419457,1121.874
70367865,8061.983
70367865,8062.521
70367865,8063.767
70419457,1122.421
70419457,1186.835
70419457,1187.306
70419457,1188.257
70419457,1188.686
70367865,7510.277
70367865,7510.598
70367865,8060.391
70367865,8059.032
70367865,8050.776
70367865,8050.296
70367865,8049.737
70367865,7508.9
70367865,8049.025
70367865,8047.167
70367865,8042.371
70367865,7511.159
70367865,7510.324
70367865,8041.97
70367865,8041.323
70367865,7509.196
70367865,8040.871
70367865,8031.248
70367865,7507.946
70367865,8030.932
70367865,8030.377
70367865,8029.057
70367865,8029.526
70367865,8028.882
70367865,7510.876
